workerid,proliferate.condition,internal_node_id,response,response_0,response_1,response_2,response_3,rt,slider_0,slider_1,slider_2,slider_3,slider_start,stimulus,success,time_elapsed,trial_index,trial_type,error,scale_value
11,Condition 1,0.0-5.0-0.10,,90,0,0,10,12672,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/30degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,308041,15,html-multi-slider-response,,3
11,Condition 1,0.0-5.0-0.11,,50,40,0,10,17262,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/60degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,325305,16,html-multi-slider-response,,6
11,Condition 1,0.0-5.0-0.12,,50,40,0,10,29183,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/50degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,354489,17,html-multi-slider-response,,5
11,Condition 1,0.0-5.0-0.13,,80,0,0,20,13135,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/20degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,367625,18,html-multi-slider-response,,2
11,Condition 1,0.0-5.0-0.14,,0,90,0,10,9951,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/80degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,377577,19,html-multi-slider-response,,8
11,Condition 1,0.0-5.0-0.15,,0,60,30,10,40759,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/90degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,418337,20,html-multi-slider-response,,9
11,Condition 1,0.0-5.0-0.16,,90,0,0,10,24071,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/40degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,442409,21,html-multi-slider-response,,4
11,Condition 1,0.0-5.0-0.17,,11,0,0,89,22822,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/10degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,465233,22,html-multi-slider-response,,1
11,Condition 1,0.0-7.0-0.0,,80,10,0,10,19111,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/9wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,504361,24,html-multi-slider-response,,4
11,Condition 1,0.0-7.0-0.1,,10,80,5,5,49127,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/3wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,553489,25,html-multi-slider-response,,7
11,Condition 1,0.0-7.0-0.2,,10,70,15,5,33519,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/5wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,587009,26,html-multi-slider-response,,6
11,Condition 1,0.0-7.0-0.3,,0,0,0,100,7566,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/30wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,594577,27,html-multi-slider-response,,1
11,Condition 1,0.0-7.0-0.4,,0,85,10,5,21088,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/1wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,615664,28,html-multi-slider-response,,8
11,Condition 1,0.0-7.0-0.5,,75,0,0,25,23759,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/11wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,639424,29,html-multi-slider-response,,3
11,Condition 1,0.0-7.0-0.6,,75,10,0,15,18687,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,658112,30,html-multi-slider-response,,5
11,Condition 1,0.0-7.0-0.7,,0,0,100,0,7695,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/0wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,665809,31,html-multi-slider-response,,9
11,Condition 1,0.0-7.0-0.8,,40,0,0,60,13391,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/13wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,679201,32,html-multi-slider-response,,2
11,Condition 1,0.0-7.0-0.9,,30,0,0,70,11117,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/13wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,690320,33,html-multi-slider-response,,2
11,Condition 1,0.0-7.0-0.10,,0,45,50,5,39903,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/1wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,730224,34,html-multi-slider-response,,8
11,Condition 1,0.0-7.0-0.11,,60,30,0,10,19327,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/5wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,749552,35,html-multi-slider-response,,6
11,Condition 1,0.0-7.0-0.12,,60,0,0,40,17847,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/11wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,767400,36,html-multi-slider-response,,3
11,Condition 1,0.0-7.0-0.13,,0,0,0,100,5791,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/30wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,773192,37,html-multi-slider-response,,1
11,Condition 1,0.0-7.0-0.14,,25,70,0,5,23119,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/3wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,796313,38,html-multi-slider-response,,7
11,Condition 1,0.0-7.0-0.15,,65,30,0,5,19864,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,816177,39,html-multi-slider-response,,5
11,Condition 1,0.0-7.0-0.16,,0,0,95,5,12198,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/0wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,828376,40,html-multi-slider-response,,9
11,Condition 1,0.0-7.0-0.17,,45,50,0,5,13999,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/9wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,842376,41,html-multi-slider-response,,4
11,Condition 1,0.0-9.0-0.0,,0,90,0,10,18388,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1024384,43,html-multi-slider-response,,7
11,Condition 1,0.0-9.0-0.1,,40,55,0,5,30511,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0clean-or-spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1054896,44,html-multi-slider-response,,6
11,Condition 1,0.0-9.0-0.2,,0,0,0,100,6599,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/60dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1061496,45,html-multi-slider-response,,2
11,Condition 1,0.0-9.0-0.3,,0,0,0,100,6855,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/45dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1068352,46,html-multi-slider-response,,3
11,Condition 1,0.0-9.0-0.4,,20,0,0,80,13591,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/15clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1081945,47,html-multi-slider-response,,5
11,Condition 1,0.0-9.0-0.5,,0,0,90,10,14759,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light2.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1096705,48,html-multi-slider-response,,8
11,Condition 1,0.0-9.0-0.6,,20,0,0,80,15119,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/30clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1111825,49,html-multi-slider-response,,4
11,Condition 1,0.0-9.0-0.7,,0,0,0,100,5175,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/100dirty.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1117001,50,html-multi-slider-response,,1
11,Condition 1,0.0-9.0-0.8,,0,0,95,5,9327,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light4.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1126329,51,html-multi-slider-response,,9
11,Condition 1,0.0-9.0-0.9,,0,80,15,5,14318,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1140648,52,html-multi-slider-response,,7
11,Condition 1,0.0-9.0-0.10,,0,0,0,100,6671,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/60dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1147320,53,html-multi-slider-response,,2
11,Condition 1,0.0-9.0-0.11,,0,0,90,10,10095,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light4.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1157416,54,html-multi-slider-response,,9
11,Condition 1,0.0-9.0-0.12,,20,0,0,80,13895,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/30clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1171312,55,html-multi-slider-response,,4
11,Condition 1,0.0-9.0-0.13,,20,75,0,5,16479,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0clean-or-spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1187792,56,html-multi-slider-response,,6
11,Condition 1,0.0-9.0-0.14,,0,0,0,100,4239,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/100dirty.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1192032,57,html-multi-slider-response,,1
11,Condition 1,0.0-9.0-0.15,,20,0,0,80,15031,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/15clean.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1207064,58,html-multi-slider-response,,5
11,Condition 1,0.0-9.0-0.16,,10,0,0,90,10302,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/45dirty-withspots.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1217368,59,html-multi-slider-response,,3
11,Condition 1,0.0-9.0-0.17,,0,80,10,10,22551,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0spotless-light2.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,1239920,60,html-multi-slider-response,,8
22,Condition 1,0.0-5.0-0.0,,10,90,0,0,13941,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/90degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,48044,5,html-multi-slider-response,,9
22,Condition 1,0.0-5.0-0.1,,10,90,0,0,12381,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/80degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,60426,6,html-multi-slider-response,,8
22,Condition 1,0.0-5.0-0.2,,0,0,0,100,6869,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/10degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,67296,7,html-multi-slider-response,,1
22,Condition 1,0.0-5.0-0.3,,80,0,0,20,13116,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/40degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,80413,8,html-multi-slider-response,,4
22,Condition 1,0.0-5.0-0.4,,95,5,0,0,13469,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/50degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,93883,9,html-multi-slider-response,,5
22,Condition 1,0.0-5.0-0.5,,0,0,0,100,5414,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/20degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,99298,10,html-multi-slider-response,,2
22,Condition 1,0.0-5.0-0.6,,50,50,0,0,9757,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/70degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,109055,11,html-multi-slider-response,,7
22,Condition 1,0.0-5.0-0.7,,10,0,0,90,10064,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/30degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,119121,12,html-multi-slider-response,,3
22,Condition 1,0.0-5.0-0.8,,90,0,0,10,16319,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/60degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,135441,13,html-multi-slider-response,,6
22,Condition 1,0.0-5.0-0.9,,90,0,0,10,8727,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/60degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,144171,14,html-multi-slider-response,,6
22,Condition 1,0.0-5.0-0.10,,0,0,0,100,6262,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/20degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,150434,15,html-multi-slider-response,,2
22,Condition 1,0.0-5.0-0.11,,0,0,0,100,4763,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/30degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,155198,16,html-multi-slider-response,,3
22,Condition 1,0.0-5.0-0.12,,5,0,0,95,8765,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/40degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,163964,17,html-multi-slider-response,,4
22,Condition 1,0.0-5.0-0.13,,10,80,10,0,10919,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/90degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,174884,18,html-multi-slider-response,,9
22,Condition 1,0.0-5.0-0.14,,100,0,0,0,28596,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/50degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,203482,19,html-multi-slider-response,,5
22,Condition 1,0.0-5.0-0.15,,80,20,0,0,15403,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/80degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,218886,20,html-multi-slider-response,,8
22,Condition 1,0.0-5.0-0.16,,0,0,0,100,3712,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/10degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,222599,21,html-multi-slider-response,,1
22,Condition 1,0.0-5.0-0.17,,90,10,0,0,10318,It is warm,It is hot,It is scalding,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/temperature/70degree.png"" height = ""450""></div><p>How likely do you think it is that the waiter will respond with each of the utterances below?</p>",,232919,22,html-multi-slider-response,,7
22,Condition 1,0.0-7.0-0.0,,80,0,0,20,10885,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/9wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,247004,24,html-multi-slider-response,,4
22,Condition 1,0.0-7.0-0.1,,50,0,0,50,7375,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/13wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,254390,25,html-multi-slider-response,,2
22,Condition 1,0.0-7.0-0.2,,20,80,0,0,11302,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/5wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,265694,26,html-multi-slider-response,,6
22,Condition 1,0.0-7.0-0.3,,20,80,0,0,10851,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,276547,27,html-multi-slider-response,,5
22,Condition 1,0.0-7.0-0.4,,0,0,0,100,4753,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/30wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,281301,28,html-multi-slider-response,,1
22,Condition 1,0.0-7.0-0.5,,0,0,100,0,3921,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/0wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,285223,29,html-multi-slider-response,,9
22,Condition 1,0.0-7.0-0.6,,90,5,0,5,9427,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/11wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,294651,30,html-multi-slider-response,,3
22,Condition 1,0.0-7.0-0.7,,0,90,10,0,8054,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/1wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,302707,31,html-multi-slider-response,,8
22,Condition 1,0.0-7.0-0.8,,0,100,0,0,9022,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/3wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,311730,32,html-multi-slider-response,,7
22,Condition 1,0.0-7.0-0.9,,90,0,0,10,71521,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/5wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,383264,33,html-multi-slider-response,,6
22,Condition 1,0.0-7.0-0.10,,0,0,0,100,3576,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/30wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,386842,34,html-multi-slider-response,,1
22,Condition 1,0.0-7.0-0.11,,90,10,0,0,7844,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/9wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,394686,35,html-multi-slider-response,,4
22,Condition 1,0.0-7.0-0.12,,50,0,0,50,7911,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/11wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,402599,36,html-multi-slider-response,,3
22,Condition 1,0.0-7.0-0.13,,0,0,100,0,8533,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/0wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,411133,37,html-multi-slider-response,,9
22,Condition 1,0.0-7.0-0.14,,60,0,0,40,7553,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/7wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,418688,38,html-multi-slider-response,,5
22,Condition 1,0.0-7.0-0.15,,5,90,5,0,10512,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/3wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,429202,39,html-multi-slider-response,,7
22,Condition 1,0.0-7.0-0.16,,90,0,0,10,7160,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/13wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,436364,40,html-multi-slider-response,,2
22,Condition 1,0.0-7.0-0.17,,0,90,10,0,9501,He is a good student,He is an excellent student,He is a perfect student,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/grades/1wrong.png"" height = ""450""></div><p>How likely do you think it is that the girl will respond with each of the utterances below?</p>",,445866,41,html-multi-slider-response,,8
22,Condition 1,0.0-9.0-0.0,,0,0,100,0,4459,They are cleanish,They are clean,They are spotless,<em>Something else</em>,0,"<div><img src=""./visual stimuli-exp/clean/0clean-or-spotless.png"" height = ""450""></div><p>How likely do you think it is that the man will respond with each of the utterances below?</p>",,452857,43,html-multi-slider-response,,6
